model_name,image_size,batch_size,similarity,normalize,P@1,P@10,R@10,HitRate@10,mAP
CLIP ViT-B/16 — openai/clip-vit-base-patch16,recommended,32,euclidean,False,0.747,0.6797000000000001,0.006803803803803804,0.98175,0.4168633693272123
