model_name,image_size,batch_size,similarity,normalize,P@1,P@10,R@10,HitRate@10,mAP
DINOv2-S/14 — facebook/dinov2-small,recommended,32,dot,False,0.8125,0.7885250000000001,0.007893143143143143,0.975,0.6580481737643262
