model_name,image_size,batch_size,similarity,normalize,P@1,P@10,R@10,HitRate@10,mAP
DINO ViT-B/16 — facebook/dino-vitb16,recommended,32,dot,False,0.7945,0.76685,0.007676176176176176,0.97575,0.5798487478878894
