model_name,image_size,batch_size,similarity,normalize,P@1,P@10,R@10,HitRate@10,mAP
resnet10ti_extractor.pth,128,32,dot,False,0.3575,0.367725,0.0036809309309309307,0.9295,0.2885268289245978
