model_name,image_size,batch_size,similarity,normalize,P@1,P@10,R@10,HitRate@10,mAP
ViT-B/32 — google/vit-base-patch32-224-in21k,recommended,32,euclidean,False,0.73775,0.6949749999999999,0.006956706706706706,0.97875,0.4932552146927289
