model_name,image_size,batch_size,similarity,normalize,P@1,P@10,R@10,HitRate@10,mAP
DINO ViT-S/16 — facebook/dino-vits16,recommended,32,cosine,True,0.798,0.769025,0.007697947947947947,0.97375,0.5752085560827254
