model_name,image_size,batch_size,similarity,normalize,P@1,P@10,R@10,HitRate@10,mAP
DINO ViT-S/16 — facebook/dino-vits16,recommended,32,dot,False,0.80125,0.7685500000000001,0.007693193193193193,0.9765,0.5727312939478532
